OBJECTID,EVENT_UNIQUE_ID,PRIMARY_OFFENCE,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DAY,OCC_DOY,OCC_HOUR,REPORT_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DOW,REPORT_DAY,REPORT_DOY,REPORT_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_MAKE,BIKE_MODEL,BIKE_TYPE,BIKE_SPEED,BIKE_COLOUR,BIKE_COST,STATUS,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
36958,GO-20249047742,THEFT UNDER - BICYCLE,2024-09-08 05:00:00,2024,September,Sunday,8,252,20,9/8/2024 5:00:00 AM,2024,September,Sunday,8,252,20,D43,"Apartment (Rooming House, Condo)",Apartment,UK,SUPERCYLCE 1800,RG,,RED,200.0,STOLEN,136,West Hill (136),136,West Hill (136),-79.1670594157578,43.7683694045051,-8812836.74178995,5429666.50680608
36959,GO-20249047747,THEFT UNDER - BICYCLE,2024-09-07 05:00:00,2024,September,Saturday,7,251,12,9/8/2024 5:00:00 AM,2024,September,Sunday,8,252,19,D51,Pharmacy,Other,OT,,TO,,GRY,150.0,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3726901505519,43.6523765914803,-8835727.4505016,5411803.31367544
36960,GO-20241981040,THEFT OF EBIKE UNDER $5000,2024-09-08 05:00:00,2024,September,Sunday,8,252,19,9/9/2024 5:00:00 AM,2024,September,Monday,9,253,21,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OTHER,350,EL,10.0,,2400.0,STOLEN,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3827790420346,43.6426342817379,-8836850.54071039,5410304.54483333
36961,GO-20249048007,THEFT UNDER - BICYCLE,2024-09-09 05:00:00,2024,September,Monday,9,253,19,9/9/2024 5:00:00 AM,2024,September,Monday,9,253,20,D13,"Apartment (Rooming House, Condo)",Apartment,GF,GARY FISHER ROA,RG,24.0,SIL,400.0,STOLEN,101,Forest Hill South (101),101,Forest Hill South (101),-79.4198520143959,43.7022155790876,-8840977.48507562,5419474.41135605
36962,GO-20249047807,THEFT UNDER - BICYCLE,2024-09-08 05:00:00,2024,September,Sunday,8,252,13,9/9/2024 5:00:00 AM,2024,September,Monday,9,253,11,D53,Pharmacy,Other,MI,SILHOUETTE,RG,,,500.0,STOLEN,095,Annex (95),095,Annex (95),-79.3874560494856,43.6719289119,-8837371.18274806,5414812.00067297
36963,GO-20249048007,THEFT UNDER - BICYCLE,2024-09-09 05:00:00,2024,September,Monday,9,253,19,9/9/2024 5:00:00 AM,2024,September,Monday,9,253,20,D13,"Apartment (Rooming House, Condo)",Apartment,OT,FAIRDALE LOOKFA,RG,8.0,LGR,500.0,STOLEN,101,Forest Hill South (101),101,Forest Hill South (101),-79.4198520143959,43.7022155790876,-8840977.48507562,5419474.41135605
36964,GO-20249047944,THEFT UNDER - BICYCLE,2024-09-09 05:00:00,2024,September,Monday,9,253,16,9/9/2024 5:00:00 AM,2024,September,Monday,9,253,17,D14,Pharmacy,Other,UK,TORONTO BIKE SH,RG,,BLK,0.0,STOLEN,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),-79.4138633292948,43.6552104989354,-8840310.8277109,5412239.3312262
36965,GO-20249048034,THEFT UNDER - BICYCLE,2024-09-06 05:00:00,2024,September,Friday,6,250,19,9/10/2024 5:00:00 AM,2024,September,Tuesday,10,254,11,D43,Go Station,Transit,NO,NORCO XFR2,MT,,GRY,900.0,STOLEN,143,West Rouge (143),131,Rouge (131),-79.1301070486972,43.7810381713185,-8808723.2231119,5431619.62618179
36966,GO-20249048206,THEFT UNDER,2024-09-03 05:00:00,2024,September,Tuesday,3,247,13,9/10/2024 5:00:00 AM,2024,September,Tuesday,10,254,21,D55,"Apartment (Rooming House, Condo)",Apartment,TR,ROCOE 6,MT,9.0,PLE,1600.0,STOLEN,070,South Riverdale (70),070,South Riverdale (70),-79.3405895843192,43.6622735216002,-8832154.03172898,5413326.1187255
36967,GO-20249048087,THEFT UNDER - BICYCLE,2024-09-09 05:00:00,2024,September,Monday,9,253,21,9/10/2024 5:00:00 AM,2024,September,Tuesday,10,254,14,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,ROCKRIDER ST100,MT,,GRN,400.0,STOLEN,134,Highland Creek (134),134,Highland Creek (134),-79.1740529155176,43.7820888868434,-8813615.25464881,5431781.63163792
36968,GO-20249048224,THEFT UNDER - BICYCLE,2024-09-10 05:00:00,2024,September,Tuesday,10,254,17,9/10/2024 5:00:00 AM,2024,September,Tuesday,10,254,18,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,C350,EL,32.0,WHI,814.0,STOLEN,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3841370470296,43.6638992030029,-8837001.71313548,5413576.28039602
36969,GO-20249048139,THEFT UNDER - BICYCLE,2024-09-10 05:00:00,2024,September,Tuesday,10,254,12,9/10/2024 5:00:00 AM,2024,September,Tuesday,10,254,17,D53,Pharmacy,Other,OT,CITIZEN 1,RG,24.0,SIL,819.0,STOLEN,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),-79.3874560494856,43.6719289119,-8837371.18274806,5414812.00067297
36970,GO-20241975041,THEFT UNDER,2024-09-08 05:00:00,2024,September,Sunday,8,252,23,9/10/2024 5:00:00 AM,2024,September,Tuesday,10,254,10,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN,,MT,1.0,BLK,500.0,STOLEN,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),-79.4280419250316,43.6614764099276,-8841889.18179778,5413203.46068502
36971,GO-20249047909,THEFT UNDER - BICYCLE,2024-09-09 05:00:00,2024,September,Monday,9,253,11,9/10/2024 5:00:00 AM,2024,September,Tuesday,10,254,0,D52,Go Station,Transit,KO,KONA'S LINEUP,MT,,BLK,999.0,STOLEN,166,St Lawrence-East Bayfront-The Islands ,077,Waterfront Communities-The Island (77),-79.3790877444954,43.6459171850208,-8836439.62729666,5410809.56352826
36973,GO-20249048385,THEFT UNDER - BICYCLE,2024-09-10 05:00:00,2024,September,Tuesday,10,254,20,9/11/2024 5:00:00 AM,2024,September,Wednesday,11,255,12,D12,"Apartment (Rooming House, Condo)",Apartment,GI,GENESIS,MT,1.0,GRY,0.0,STOLEN,113,Weston (113),113,Weston (113),-79.5165855480493,43.7028337583073,-8851745.81282313,5419569.60000989
36975,GO-20249048411,THEFT UNDER - BICYCLE,2024-09-11 05:00:00,2024,September,Wednesday,11,255,19,9/11/2024 5:00:00 AM,2024,September,Wednesday,11,255,23,D23,Bar / Restaurant,Commercial,OT,,EL,7.0,OTH,1200.0,STOLEN,005,Elms-Old Rexdale (5),005,Elms-Old Rexdale (5),-79.5543859346039,43.7176556523205,-8855953.73265576,5421852.20402171
36976,GO-20249048384,THEFT UNDER - BICYCLE,2024-09-11 05:00:00,2024,September,Wednesday,11,255,19,9/11/2024 5:00:00 AM,2024,September,Wednesday,11,255,20,D51,Convenience Stores,Commercial,OT,BIKESHARE TORON,RG,,,1200.0,STOLEN,073,Moss Park (73),073,Moss Park (73),-79.3666616540012,43.6506676897713,-8835056.36128531,5411540.39665495
36978,GO-20249048462,THEFT UNDER - BICYCLE,2024-09-03 05:00:00,2024,September,Tuesday,3,247,1,9/11/2024 5:00:00 AM,2024,September,Wednesday,11,255,16,D51,"Apartment (Rooming House, Condo)",Apartment,UK,TRICYCLE,TR,25.0,BLK,4600.0,STOLEN,166,St Lawrence-East Bayfront-The Islands ,077,Waterfront Communities-The Island (77),-79.3639222556057,43.6449622840659,-8834751.41289487,5410662.66543197
36979,GO-20249048381,THEFT UNDER - BICYCLE,2024-09-06 05:00:00,2024,September,Friday,6,250,22,9/11/2024 5:00:00 AM,2024,September,Wednesday,11,255,20,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,NO,NORCO FLUID,MT,11.0,GRN,1200.0,STOLEN,058,Old East York (58),058,Old East York (58),-79.3488165151935,43.6894121992519,-8833069.84949869,5417503.13747648
36980,GO-20241996541,THEFT UNDER,2024-09-03 05:00:00,2024,September,Tuesday,3,247,8,9/11/2024 5:00:00 AM,2024,September,Wednesday,11,255,18,D32,"Apartment (Rooming House, Condo)",Apartment,OTHER,4241336-L,RG,24.0,GRY,1000.0,STOLEN,033,Clanton Park (33),033,Clanton Park (33),-79.4471858751687,43.7345415489852,-8844020.27656355,5424453.3571546
36981,GO-20241996327,B&E,2024-09-11 05:00:00,2024,September,Wednesday,11,255,14,9/11/2024 5:00:00 AM,2024,September,Wednesday,11,255,18,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OTHER,360 STEP THRU,EL,0.0,BLK,3000.0,STOLEN,086,Roncesvalles (86),086,Roncesvalles (86),-79.4421765192733,43.6429546933397,-8843462.63760443,5410353.83339143
36982,GO-20249048684,THEFT UNDER,2024-09-12 05:00:00,2024,September,Thursday,12,256,17,9/12/2024 5:00:00 AM,2024,September,Thursday,12,256,17,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UK,S2 PRO,SC,1.0,BLK,550.0,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.380271843706,43.6486436877473,-8836571.4407057,5411229.01054279
36983,GO-20249048644,THEFT UNDER,2024-09-07 05:00:00,2024,September,Saturday,7,251,18,9/12/2024 5:00:00 AM,2024,September,Thursday,12,256,14,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,ALLEGRO2.0,TO,21.0,BLK,400.0,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.380271843706,43.6486436877473,-8836571.4407057,5411229.01054279
36985,GO-20249048716,THEFT UNDER,2024-09-12 05:00:00,2024,September,Thursday,12,256,19,9/12/2024 5:00:00 AM,2024,September,Thursday,12,256,22,D51,Bar / Restaurant,Commercial,UK,NINEBOT ES2,EL,28.0,BLK,600.0,STOLEN,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3867607489655,43.6702328098251,-8837293.78230611,5414550.96777431
36986,GO-20249048546,THEFT UNDER - BICYCLE,2024-09-12 05:00:00,2024,September,Thursday,12,256,8,9/12/2024 5:00:00 AM,2024,September,Thursday,12,256,9,D22,"Apartment (Rooming House, Condo)",Apartment,RA,,MT,10.0,BLU,900.0,STOLEN,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),-79.4812002159571,43.622964889692,-8847806.73568334,5407279.32180897
36987,GO-20249048418,THEFT UNDER - BICYCLE,2024-09-11 05:00:00,2024,September,Wednesday,11,255,16,9/12/2024 5:00:00 AM,2024,September,Thursday,12,256,0,D52,Universities / Colleges,Educational,OT,FREESKY WARRIOR,EL,32.0,DBL,3000.0,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3837284444395,43.6557204948242,-8836956.22765758,5412317.80003956
36988,GO-20242004909,THEFT OF EBIKE UNDER $5000,2024-09-12 05:00:00,2024,September,Thursday,12,256,13,9/12/2024 5:00:00 AM,2024,September,Thursday,12,256,19,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NAVEE,NAVEE V25 PRO,EL,25.0,GRY,678.0,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3809129463861,43.6563247954285,-8836642.80785389,5412410.7794823
36989,GO-20249048708,THEFT UNDER - BICYCLE,2024-09-12 05:00:00,2024,September,Thursday,12,256,20,9/12/2024 5:00:00 AM,2024,September,Thursday,12,256,20,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,,OT,,,0.0,STOLEN,166,St Lawrence-East Bayfront-The Islands ,077,Waterfront Communities-The Island (77),-79.3806785434349,43.6409998798805,-8836616.7142313,5410053.13022092
36990,GO-20249048556,THEFT UNDER - BICYCLE,2024-09-12 05:00:00,2024,September,Thursday,12,256,7,9/12/2024 5:00:00 AM,2024,September,Thursday,12,256,7,D14,"Apartment (Rooming House, Condo)",Apartment,OT,,RG,,BLU,300.0,STOLEN,084,Little Portugal (84),084,Little Portugal (84),-79.4247786250725,43.6429952875927,-8841525.91290348,5410360.07810534
36991,GO-20249048698,THEFT UNDER - BICYCLE,2024-09-12 05:00:00,2024,September,Thursday,12,256,9,9/12/2024 5:00:00 AM,2024,September,Thursday,12,256,18,D14,Schools During Supervised Activity,Educational,OT,,MT,,BLK,600.0,STOLEN,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.4046775317727,43.6489637896268,-8839288.26946632,5411278.25649386
36992,GO-20249048727,THEFT UNDER - BICYCLE,2024-09-10 05:00:00,2024,September,Tuesday,10,254,18,9/13/2024 5:00:00 AM,2024,September,Friday,13,257,1,D51,Pharmacy,Other,OT,SOLOROCK DASH,FO,7.0,BLK,500.0,STOLEN,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3680433576789,43.6644642035679,-8835210.17187101,5413663.22498903
36993,GO-20249048871,THEFT UNDER - BICYCLE,2024-09-12 05:00:00,2024,September,Thursday,12,256,9,9/13/2024 5:00:00 AM,2024,September,Friday,13,257,15,D51,Universities / Colleges,Educational,SU,SUPER CYCLE CC1,RG,21.0,BLU,100.0,STOLEN,073,Moss Park (73),073,Moss Park (73),-79.3694577522456,43.6509929900966,-8835367.62149088,5411590.44397871
36994,GO-20249048673,THEFT UNDER,2024-09-12 05:00:00,2024,September,Thursday,12,256,19,9/13/2024 5:00:00 AM,2024,September,Friday,13,257,0,D42,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MO,,BM,1.0,,1000.0,STOLEN,116,Steeles (116),116,Steeles (116),-79.3267034057202,43.8110947359517,-8830608.22946496,5436255.04557976
36995,GO-20249048682,THEFT UNDER - BICYCLE,2024-09-12 05:00:00,2024,September,Thursday,12,256,17,9/13/2024 5:00:00 AM,2024,September,Friday,13,257,2,D52,Pharmacy,Other,OT,JETSON BOLT PRO,EL,,BLK,350.0,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3871014430776,43.6550077941115,-8837331.70818871,5412208.14289055
36996,GO-20249048810,THEFT UNDER,2024-09-13 05:00:00,2024,September,Friday,13,257,12,9/13/2024 5:00:00 AM,2024,September,Friday,13,257,14,D43,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,POWER CORE E90,EL,16.0,BLK,299.989990234375,STOLEN,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.2293513351345,43.7569141949464,-8819771.04649357,5427900.83513975
36997,GO-20249048909,THEFT UNDER - BICYCLE,2024-09-12 05:00:00,2024,September,Thursday,12,256,9,9/13/2024 5:00:00 AM,2024,September,Friday,13,257,21,D52,Pharmacy,Other,CA,CAAD 12,RC,12.0,GRY,1500.0,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3785251448705,43.6483861874898,-8836376.99906246,5411189.39560545
36998,GO-20249048801,THEFT UNDER - BICYCLE,2024-09-13 05:00:00,2024,September,Friday,13,257,11,9/13/2024 5:00:00 AM,2024,September,Friday,13,257,13,D51,Convenience Stores,Commercial,UK,BIKE SHARE,RG,,,1200.0,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3765288494112,43.6566318957356,-8836154.77240826,5412458.03133824
36999,GO-20249048870,THEFT UNDER - BICYCLE,2024-09-11 05:00:00,2024,September,Wednesday,11,255,19,9/13/2024 5:00:00 AM,2024,September,Friday,13,257,17,D51,Pharmacy,Other,OT,GARNEAU GARIBAL,TO,24.0,BLK,1500.0,STOLEN,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3755079531152,43.665702304806,-8836041.12678539,5413853.75173889
37000,GO-20242010247,THEFT UNDER - BICYCLE,2024-09-11 05:00:00,2024,September,Wednesday,11,255,12,9/13/2024 5:00:00 AM,2024,September,Friday,13,257,13,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,UNKNOWN,UNKNOWN,TR,1.0,BLU,200.0,STOLEN,095,Annex (95),095,Annex (95),-79.4203365330285,43.6718580187085,-8841031.42148398,5414801.08997548
37001,GO-20242008335,PROPERTY - FOUND,2024-09-13 05:00:00,2024,September,Friday,13,257,8,9/13/2024 5:00:00 AM,2024,September,Friday,13,257,9,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,SCHWINN,KOEN,BM,0.0,BLK,450.0,RECOVERED,116,Steeles (116),116,Steeles (116),-79.3297058063297,43.8062951261385,-8830942.45510411,5435514.67794453
37002,GO-20249048830,THEFT UNDER - BICYCLE,2024-09-12 05:00:00,2024,September,Thursday,12,256,19,9/13/2024 5:00:00 AM,2024,September,Friday,13,257,14,D52,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,UK,BMC,RG,21.0,ONG,3000.0,STOLEN,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3938323387142,43.6538145932486,-8838080.98810401,5412024.55826876
37003,GO-20249048820,THEFT UNDER - BICYCLE,2024-09-13 05:00:00,2024,September,Friday,13,257,11,9/13/2024 5:00:00 AM,2024,September,Friday,13,257,14,D53,"Apartment (Rooming House, Condo)",Apartment,GF,ZEBRANO,RG,,GRY,250.0,STOLEN,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),-79.3978033480858,43.7041635125914,-8838523.03880383,5419774.36213349
37004,GO-20249048918,THEFT UNDER,2024-09-13 05:00:00,2024,September,Friday,13,257,20,9/13/2024 5:00:00 AM,2024,September,Friday,13,257,21,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,UK,NON ELECTRIC,TO,3.0,BLK,1000.0,STOLEN,095,Annex (95),095,Annex (95),-79.4203365330285,43.6718580187085,-8841031.42148398,5414801.08997548
37005,GO-20249048728,THEFT UNDER - BICYCLE,2024-09-13 05:00:00,2024,September,Friday,13,257,4,9/13/2024 5:00:00 AM,2024,September,Friday,13,257,6,D52,Bar / Restaurant,Commercial,UK,BIKE SHARE,MT,,BLK,500.0,STOLEN,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3841370470296,43.6638992030029,-8837001.71313548,5413576.28039602
37006,GO-20249048837,THEFT UNDER,2024-09-12 05:00:00,2024,September,Thursday,12,256,8,9/13/2024 5:00:00 AM,2024,September,Friday,13,257,17,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,SC,KOEN,BM,1.0,BLK,390.369995117188,STOLEN,116,Steeles (116),116,Steeles (116),-79.3303154142266,43.8082853348724,-8831010.31635626,5435821.6719874
37007,GO-20242007605,THEFT OF MOTOR VEHICLE,2024-09-12 05:00:00,2024,September,Thursday,12,256,22,9/13/2024 5:00:00 AM,2024,September,Friday,13,257,7,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UNKNOWN MAKE,RMZ250,OT,0.0,BLKYEL,4000.0,STOLEN,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),-79.4010237382447,43.7091678947211,-8838881.53097878,5420545.00185689
37008,GO-20249049091,THEFT UNDER - BICYCLE,2024-09-14 05:00:00,2024,September,Saturday,14,258,13,9/14/2024 5:00:00 AM,2024,September,Saturday,14,258,22,D14,Pharmacy,Other,UK,,RG,,SIL,450.0,STOLEN,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3981545346503,43.6502671894395,-8838562.13276184,5411478.78004844
37009,GO-20242019367,THEFT UNDER,2024-09-13 05:00:00,2024,September,Friday,13,257,23,9/14/2024 5:00:00 AM,2024,September,Saturday,14,258,17,D52,"Open Areas (Lakes, Parks, Rivers)",Outside,CANNONDALE,,RC,10.0,BLKRED,,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.386095940456,43.6473934864971,-8837219.77610676,5411036.67628143
37010,GO-20242019939,THEFT UNDER,2024-09-14 05:00:00,2024,September,Saturday,14,258,1,9/14/2024 5:00:00 AM,2024,September,Saturday,14,258,18,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,GIANT,FCR3,RG,8.0,BLKGRY,,STOLEN,066,Danforth (66),066,Danforth (66),-79.3165804416245,43.6883758191133,-8829481.34626716,5417343.58952142
37011,GO-20249049048,THEFT UNDER - BICYCLE,2024-09-08 05:00:00,2024,September,Sunday,8,252,17,9/14/2024 5:00:00 AM,2024,September,Saturday,14,258,0,D51,"Apartment (Rooming House, Condo)",Apartment,OT,NCM,OT,30.0,BLK,2700.0,STOLEN,074,North St.James Town (74),074,North St.James Town (74),-79.3728186571689,43.6692404087927,-8835741.75572408,5414398.23904235
37012,GO-20249048955,THEFT UNDER - BICYCLE,2024-09-14 05:00:00,2024,September,Saturday,14,258,9,9/14/2024 5:00:00 AM,2024,September,Saturday,14,258,9,D14,"Apartment (Rooming House, Condo)",Apartment,DB,,MT,,GRY,350.0,STOLEN,163,Fort York-Liberty Village (163),082,Niagara (82),-79.403881732038,43.6375452773027,-8839199.68141555,5409521.74266027
37013,GO-20242019163,THEFT UNDER - BICYCLE,2024-09-14 05:00:00,2024,September,Saturday,14,258,13,9/14/2024 5:00:00 AM,2024,September,Saturday,14,258,16,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OTHER,ICONIC,RG,3.0,BLKGRN,1200.0,STOLEN,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),-79.37905065457,43.6719104110141,-8836435.49856806,5414809.15329873
37014,GO-20249048986,THEFT UNDER - BICYCLE,2024-09-08 05:00:00,2024,September,Sunday,8,252,10,9/14/2024 5:00:00 AM,2024,September,Saturday,14,258,13,D13,"Apartment (Rooming House, Condo)",Apartment,OT,BMC ROADMACHINE,TO,,RED,4900.0,STOLEN,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),-79.4214279294499,43.6844371131536,-8841152.91513095,5416737.26131387
37016,GO-20249048986,THEFT UNDER - BICYCLE,2024-09-08 05:00:00,2024,September,Sunday,8,252,10,9/14/2024 5:00:00 AM,2024,September,Saturday,14,258,13,D13,"Apartment (Rooming House, Condo)",Apartment,CA,ADVENTURE 2,RG,,PNK,800.0,STOLEN,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),-79.4214279294499,43.6844371131536,-8841152.91513095,5416737.26131387
37017,GO-20249049059,THEFT UNDER - BICYCLE,2024-09-13 05:00:00,2024,September,Friday,13,257,1,9/14/2024 5:00:00 AM,2024,September,Saturday,14,258,18,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,SCOTT ASPECT,MT,12.0,GRY,700.0,STOLEN,036,Newtonbrook West (36),036,Newtonbrook West (36),-79.439572592577,43.7822018622459,-8843172.76988805,5431799.05094488
37018,GO-20249048978,THEFT UNDER - BICYCLE,2024-09-13 05:00:00,2024,September,Friday,13,257,14,9/14/2024 5:00:00 AM,2024,September,Saturday,14,258,12,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SU,,MT,,BLU,100.0,STOLEN,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),-79.3867607489655,43.6702328098251,-8837293.78230611,5414550.96777431
37019,GO-20249049203,THEFT UNDER - BICYCLE,2024-09-15 05:00:00,2024,September,Sunday,15,259,8,9/15/2024 5:00:00 AM,2024,September,Sunday,15,259,18,D51,"Apartment (Rooming House, Condo)",Apartment,GI,,MT,21.0,GRY,780.0,STOLEN,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3797337493324,43.662805301909,-8836511.54024431,5413407.94890076
37020,GO-20249049164,THEFT UNDER - BICYCLE,2024-09-13 05:00:00,2024,September,Friday,13,257,19,9/15/2024 5:00:00 AM,2024,September,Sunday,15,259,22,D11,"Apartment (Rooming House, Condo)",Apartment,KH,KHS URBAN SOUL,RG,,ONG,649.989990234375,STOLEN,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.4505443175638,43.6610440183119,-8844394.13672817,5413136.92572837
37021,GO-20249049112,THEFT UNDER - BICYCLE,2024-09-15 05:00:00,2024,September,Sunday,15,259,8,9/15/2024 5:00:00 AM,2024,September,Sunday,15,259,11,D51,Schools During Supervised Activity,Educational,GI,"GIANT, TALON",MT,24.0,BLK,1000.0,STOLEN,166,St Lawrence-East Bayfront-The Islands ,077,Waterfront Communities-The Island (77),-79.365592853492,43.6451251842288,-8834937.38290223,5410687.72514197
37022,GO-20249049087,THEFT UNDER,2024-09-14 05:00:00,2024,September,Saturday,14,258,19,9/15/2024 5:00:00 AM,2024,September,Sunday,15,259,0,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,NINEBOT F40,SC,1.0,BLK,800.0,STOLEN,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.4017703340345,43.6538804945925,-8838964.64166533,5412034.69778439
37023,GO-20249049223,THEFT UNDER,2024-09-15 05:00:00,2024,September,Sunday,15,259,19,9/15/2024 5:00:00 AM,2024,September,Sunday,15,259,20,D51,Bar / Restaurant,Commercial,UK,,EL,30.0,,0.0,STOLEN,073,Moss Park (73),073,Moss Park (73),-79.3705345557729,43.6637285028322,-8835487.49076384,5413550.01256449
37024,GO-20249049176,THEFT UNDER - BICYCLE,2024-09-15 05:00:00,2024,September,Sunday,15,259,14,9/15/2024 5:00:00 AM,2024,September,Sunday,15,259,23,D14,Pharmacy,Other,TR,,RG,,BLK,1000.0,STOLEN,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3976305344321,43.6449446840483,-8838503.80123735,5410659.95794128
37025,GO-20249049118,THEFT UNDER - BICYCLE,2024-09-01 05:00:00,2024,September,Sunday,1,245,12,9/15/2024 5:00:00 AM,2024,September,Sunday,15,259,12,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,,RG,1.0,BLK,0.0,STOLEN,058,Old East York (58),058,Old East York (58),-79.3427250250273,43.6937370073512,-8832391.74793372,5418168.95996707
37026,GO-20249049220,THEFT UNDER - BICYCLE,2024-09-15 05:00:00,2024,September,Sunday,15,259,19,9/15/2024 5:00:00 AM,2024,September,Sunday,15,259,20,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,UK,TANKX MTB 48V50,EL,45.0,WHI,1300.0,STOLEN,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.442302422009,43.6689814214509,-8843476.65306228,5414358.38166969
37027,GO-20249049212,THEFT UNDER - BICYCLE,2024-09-14 05:00:00,2024,September,Saturday,14,258,21,9/15/2024 5:00:00 AM,2024,September,Sunday,15,259,19,D53,"Apartment (Rooming House, Condo)",Apartment,UK,BTWIN 120,MT,,GRY,500.0,STOLEN,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.3555716100122,43.7142433640987,-8833821.82323435,5421326.65420332
37028,GO-20249049144,THEFT UNDER - BICYCLE,2024-09-14 05:00:00,2024,September,Saturday,14,258,22,9/15/2024 5:00:00 AM,2024,September,Sunday,15,259,15,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,FJ,,RG,1.0,DGR,350.0,STOLEN,068,North Riverdale (68),068,North Riverdale (68),-79.3479932824588,43.6689402275075,-8832978.20762033,5414352.04222289
37029,GO-20249049412,THEFT UNDER - BICYCLE,2024-09-15 05:00:00,2024,September,Sunday,15,259,21,9/16/2024 5:00:00 AM,2024,September,Monday,16,260,18,D14,"Apartment (Rooming House, Condo)",Apartment,GI,GIANT TALON,MT,,DGR,650.0,STOLEN,163,Fort York-Liberty Village (163),082,Niagara (82),-79.403881732038,43.6375452773027,-8839199.68141555,5409521.74266027
